kc_id,glomerulus,synapses
720575940624296376,VC1,11
720575940624302008,DC1,20
720575940624302008,DM4,12
720575940624302008,VC3,14
720575940624302008,VM5d,22
720575940624302008,VM5v,10
720575940624327196,DM1,35
720575940624327196,DM4,15
720575940624327196,DP1m,44
720575940624375088,DM4,16
720575940624375088,DM5,15
720575940624375088,VA6,10
720575940624375088,VC3,10
720575940624392220,DL2d,13
720575940624392220,DM1,17
720575940624392220,DP1l,20
720575940624392220,VA2,11
720575940624392220,VA4,15
720575940624396524,DM1,17
720575940624396524,DM3,18
720575940624396524,VM3,13
720575940624396524,VM7v,20
720575940624421148,DA1,21
720575940624421148,VM5d,7
720575940624426533,DC3,5
720575940624426533,DM3,9
720575940624426533,DP1l,21
720575940624426533,DP1m,15
720575940624426533,VA1d,6
720575940624426533,VC3,9
720575940624426533,VC5,11
720575940624428019,DP1l,26
720575940624428019,DP1m,13
720575940624428019,VA1v,10
720575940624428019,VA6,19
720575940624428019,VL2p,10
720575940624429036,VA2,13
720575940624429036,VA7l,10
720575940624429036,VA7m,9
720575940624429036,VC1,19
720575940624429036,VM3,8
720575940624453868,DL2d,7
720575940624453868,DM1,17
720575940624453868,VA2,8
720575940624453868,VM1,8
720575940624453868,VM3,10
720575940624480148,DM5,12
720575940624480148,DP1m,21
720575940624480148,VA5,12
720575940624480148,VC1,10
720575940624480148,VC3,9
720575940624480148,VM1,17
720575940624487572,DL2d,20
720575940624487572,VA3,15
720575940624487572,VA7l,14
720575940624487572,VC3,24
720575940624487572,VM1,15
720575940624492802,DA2,5
720575940624492802,DM3,10
720575940624492802,DP1m,23
720575940624492802,VA2,16
720575940624492802,VA7m,8
720575940624494373,DC1,14
720575940624494373,DC2,31
720575940624494373,VA2,19
720575940624494373,VA4,8
720575940624494373,VL2p,11
720575940624494996,DP1m,18
720575940624494996,VM5d,31
720575940624516339,DL5,29
720575940624516339,DM3,27
720575940624516339,DM6,31
720575940624516339,VM5d,39
720575940624524234,DA2,10
720575940624524234,VA1d,28
720575940624524234,VM1,26
720575940624527091,D,34
720575940624527091,DA2,10
720575940624527091,DA4m,15
720575940624527091,DL3,16
720575940624532979,DL1,17
720575940624532979,VA7l,9
720575940624532979,VL2a,12
720575940624537836,V,19
720575940624537836,VA1v,6
720575940624537836,VA2,28
720575940624537836,VM7d,16
720575940624563075,VA5,15
720575940624572052,DM1,18
720575940624572052,VA1d,15
720575940624572052,VA3,15
720575940624572052,VM7d,21
720575940624577613,DC3,14
720575940624577613,DL2v,25
720575940624577613,DM5,6
720575940624577613,DM6,17
720575940624577613,VC3,23
720575940624577613,VC5,15
720575940624584579,DC1,21
720575940624584579,DL1,13
720575940624584579,DM1,6
720575940624584579,DM3,6
720575940624584579,VA1v,20
720575940624584579,VM7v,13
720575940624584835,DM2,31
720575940624584835,VA2,16
720575940624584835,VA4,7
720575940624584835,VC4,30
720575940624593132,DM3,11
720575940624593132,VA2,8
720575940624593132,VA4,14
720575940624593132,VC4,13
720575940624593132,VM2,16
720575940624593132,VM5v,18
720575940624596355,DC1,7
720575940624596355,DP1l,19
720575940624596355,DP1m,23
720575940624596355,VA2,6
720575940624597228,DM1,22
720575940624597228,DM5,7
720575940624597228,DP1l,19
720575940624597228,VA4,11
720575940624597788,DA2,8
720575940624597788,VA1d,30
720575940624599939,DA3,16
720575940624599939,DM1,26
720575940624599939,DM4,29
720575940624599939,VA2,32
720575940624601236,DP1l,12
720575940624601236,VM4,5
720575940624601731,DP1m,27
720575940624601731,VC1,16
720575940624601731,VL2p,15
720575940624609101,DC1,22
720575940624609101,DM4,18
720575940624609101,VA7m,18
720575940624609101,VL2p,8
720575940624609101,VM2,9
720575940624609101,VM5v,17
720575940624626563,DM4,19
720575940624626563,DP1l,14
720575940624626563,DP1m,29
720575940624626563,VC4,23
720575940624629948,VM7d,5
720575940624637884,DL2d,30
720575940624637884,VA3,29
720575940624637884,VA4,16
720575940624637884,VC1,17
720575940624638396,DA1,23
720575940624638396,DM5,18
720575940624638396,VL1,6
720575940624642492,DL2d,9
720575940624642492,V,14
720575940624644739,D,17
720575940624644739,DC1,5
720575940624644739,DP1m,22
720575940624644739,VA2,14
720575940624644739,VM1,13
720575940624644739,VM5v,6
720575940624644739,VM7d,20
720575940624647299,DP1l,18
720575940624647299,DP1m,7
720575940624647299,VA7l,14
720575940624647299,VA7m,11
720575940624647299,VM2,13
720575940624647299,VM4,11
720575940624647299,VM5d,16
720575940624648067,DL2d,22
720575940624648067,DL5,17
720575940624648067,DM4,11
720575940624648067,DM6,13
720575940624648067,VA1d,20
720575940624648067,VA3,14
720575940624660313,VA2,8
720575940624663427,DM2,8
720575940624663427,DP1l,15
720575940624663427,VC3,7
720575940624682426,DA1,19
720575940624682426,DA2,6
720575940624682426,DL2v,17
720575940624682426,VC5,8
720575940624682426,VM4,11
720575940624682426,VM5d,19
720575940624693287,D,20
720575940624693287,DC3,15
720575940624693287,DL2d,9
720575940624693287,VM5d,19
720575940624693287,VM5v,19
720575940624704002,DM4,39
720575940624704002,VA7m,17
720575940624704002,VM1,12
720575940624704002,VM5d,26
720575940624704002,VM5v,15
720575940624711655,DA4m,6
720575940624711655,DL2d,10
720575940624711655,VA7m,17
720575940624711655,VC4,8
720575940624711655,VM2,11
720575940624711655,VM5d,13
720575940624721084,DA2,7
720575940624721084,DC2,19
720575940624721084,DL1,19
720575940624721084,VA1v,8
720575940624721084,VC2,11
720575940624729528,DM4,9
720575940624729528,VA4,23
720575940624729528,VC1,7
720575940624729528,VL2a,10
720575940624754983,DM1,13
720575940624754983,DM2,7
720575940624754983,DM3,30
720575940624754983,DM5,16
720575940624754983,VA4,32
720575940624754983,VM3,27
720575940624770574,DA3,13
720575940624770574,DC4,16
720575940624770574,DM5,5
720575940624770574,VA7l,10
720575940624770574,VA7m,13
720575940624800188,DA1,9
720575940624800188,DA4l,8
720575940624800188,DC4,9
720575940624800188,DP1m,8
720575940624800188,VC3,5
720575940624800188,VM7d,7
720575940624830503,DL2v,18
720575940624830503,DM4,19
720575940624830503,DM5,16
720575940624830503,DP1m,21
720575940624834968,DL5,14
720575940624834968,DM1,13
720575940624834968,VA1d,19
720575940624834968,VA4,5
720575940624834968,VC3,16
720575940624834968,VL2a,19
720575940624834968,VM5d,18
720575940624837927,DC2,17
720575940624837927,DP1l,21
720575940624837927,VA1d,28
720575940624837927,VA1v,41
720575940624851864,DC1,15
720575940624851864,DC3,19
720575940624851864,DM2,9
720575940624851864,DP1m,7
720575940624852120,DM1,16
720575940624852120,DM3,28
720575940624852120,VA2,30
720575940624852120,VC3,15
720575940624852120,VM2,23
720575940624852120,VM3,32
720575940624859032,VA7m,17
720575940624859032,VC2,12
720575940624859032,VM2,19
720575940624859032,VM4,12
720575940624884920,DL2v,28
720575940624884920,DM2,14
720575940624884920,V,19
720575940624884920,VL2p,9
720575940624940814,DL1,28
720575940624940814,VC1,30
720575940624940814,VM3,5
720575940624941326,DA1,10
720575940624941326,DL2v,17
720575940624941326,DM1,24
720575940624941326,DM6,25
720575940624941326,VA2,12
720575940624941326,VA4,13
720575940624974010,DC3,10
720575940624974010,DP1l,26
720575940624974010,VA6,14
720575940624994941,VL2a,24
720575940625002526,VA1v,9
720575940625002526,VM1,20
720575940625015070,DA1,22
720575940625015070,DC1,7
720575940625015070,DM6,10
720575940625015070,DP1m,16
720575940625015070,VA3,16
720575940625015070,VA6,15
720575940625023869,DC1,10
720575940625023869,DL2v,11
720575940625023869,DM1,8
720575940625023869,DP1l,12
720575940625023869,DP1m,17
720575940625023869,V,8
720575940625023869,VA4,15
720575940625024125,DM1,20
720575940625024125,DM2,13
720575940625024125,DM6,8
720575940625024125,DP1l,27
720575940625024125,VA4,25
720575940625054589,DM1,13
720575940625054589,DM4,8
720575940625054589,DP1l,21
720575940625054589,DP1m,35
720575940625054589,VA1v,6
720575940625058173,DC1,8
720575940625058173,VA1v,12
720575940625058173,VA2,10
720575940625058173,VC2,10
720575940625058173,VC3,22
720575940625155877,DL1,17
720575940625155877,DP1m,7
720575940625155877,VA1d,23
720575940625155877,VC5,8
720575940625155877,VL2p,19
720575940625156901,DC2,31
720575940625156901,DM3,14
720575940625156901,VA3,33
720575940625156901,VC1,22
720575940625156901,VM2,34
720575940625158437,DL3,6
720575940625158437,DM3,16
720575940625158437,DM5,16
720575940625158437,VA3,29
720575940625158437,VM5d,30
720575940625163139,DM2,11
720575940625171289,DA1,9
720575940625171289,VA1d,24
720575940625171289,VA3,9
720575940625171289,VC3,7
720575940625171289,VM5v,12
720575940625223690,DL2v,9
720575940625223690,DM1,18
720575940625223690,DM3,19
720575940625223690,VA1d,26
720575940625235033,VC3,9
720575940625261834,DC1,9
720575940625261834,DL1,11
720575940625261834,VA7l,8
720575940625264659,DP1m,6
720575940625264659,VA2,15
720575940625264659,VA4,8
720575940625264659,VM5d,6
720575940625266057,D,28
720575940625266057,DA1,19
720575940625266057,DM1,25
720575940625266057,VA3,25
720575940625290003,DM1,34
720575940625290003,V,13
720575940625290003,VA7l,22
720575940625290003,VM2,19
720575940625290003,VM3,18
720575940625292606,DC1,13
720575940625292606,DL3,5
720575940625292606,VM5d,13
720575940625300254,DL1,29
720575940625300254,VA4,13
720575940625300254,VC4,6
720575940625300254,VM5d,6
720575940625311418,DA3,11
720575940625311418,DM6,23
720575940625311418,DP1m,20
720575940625311418,VA3,10
720575940625311418,VM7v,23
720575940625317139,VL2a,12
720575940625318163,DC4,15
720575940625318163,VA3,17
720575940625318163,VC3,19
720575940625318163,VL2a,11
720575940625323326,DA2,20
720575940625323326,DC3,24
720575940625323326,DL2d,28
720575940625323326,VA5,15
720575940625323795,D,23
720575940625323795,DM4,6
720575940625323795,VA6,14
720575940625323795,VC2,14
720575940625329029,DC1,18
720575940625329029,DM1,10
720575940625329029,DM2,20
720575940625329029,DM4,22
720575940625329029,DM5,32
720575940625331006,DM2,10
720575940625331006,VA1d,34
720575940625331006,VA7l,11
720575940625331006,VC4,10
720575940625331006,VM7d,10
720575940625333822,DA1,12
720575940625333822,DC3,16
720575940625333822,DP1l,19
720575940625333822,VA2,12
720575940625333822,VM1,29
720575940625343640,DC1,8
720575940625343640,DL1,16
720575940625343640,DP1m,17
720575940625343640,VA6,17
720575940625354904,DM1,20
720575940625354904,DM4,6
720575940625354904,VC5,5
720575940625354904,VM2,7
720575940625376841,D,25
720575940625376841,DM2,7
720575940625376841,DM3,5
720575940625376841,DP1m,10
720575940625376841,VL2a,8
720575940625377688,DA1,12
720575940625377688,DL3,22
720575940625377688,DM1,24
720575940625377688,DM2,11
720575940625377688,DP1m,22
720575940625377688,VC3,14
720575940625377688,VM3,8
720575940625399077,DM4,24
720575940625399077,DM5,8
720575940625399077,DM6,21
720575940625399077,DP1m,34
720575940625451920,DM6,23
720575940625451920,VA1d,8
720575940625451920,VL2p,9
720575940625454640,DC3,24
720575940625454640,VA5,21
720575940625454640,VA7m,18
720575940625454640,VL2p,8
720575940625454640,VM7v,24
720575940625476708,DC1,23
720575940625476708,DC3,5
720575940625476708,DP1m,21
720575940625476964,DA1,15
720575940625476964,VA1d,7
720575940625482084,DA2,6
720575940625482084,DL5,8
720575940625482084,VA6,26
720575940625482084,VA7l,13
720575940625482084,VM5v,13
720575940625486692,DL1,29
720575940625486692,DP1m,28
720575940625486692,VM2,26
720575940625486692,VM5d,18
720575940625486692,VM7d,30
720575940625497488,DL1,16
720575940625497488,DL2d,17
720575940625497488,DM1,15
720575940625497488,V,17
720575940625497488,VC3,11
720575940625497488,VM1,32
720575940625497488,VP1d,9
720575940625499153,DM1,22
720575940625499153,VA2,6
720575940625499153,VC4,13
720575940625506704,DM4,7
720575940625506704,VA2,5
720575940625507888,V,13
720575940625508400,DM2,27
720575940625508400,DM4,31
720575940625508400,DM6,21
720575940625508400,DP1m,35
720575940625508400,VA2,11
720575940625532689,DP1m,11
720575940625532689,VA3,26
720575940625532689,VA7m,14
720575940625532689,VC2,24
720575940625532689,VC4,20
720575940625532689,VM7v,21
720575940625537822,DC1,19
720575940625537822,VA2,13
720575940625537822,VM7d,25
720575940625560189,D,12
720575940625560189,DA4l,6
720575940625560189,DL1,14
720575940625560189,DM6,8
720575940625560189,VA1v,19
720575940625561374,VA1v,10
720575940625561374,VA7m,6
720575940625564816,DC1,9
720575940625564816,DL2v,15
720575940625564816,VC5,5
720575940625570334,DL4,8
720575940625570334,DL5,11
720575940625570334,DM4,8
720575940625570334,DP1m,16
720575940625570334,VA1d,10
720575940625570334,VC3,19
720575940625584688,DA1,13
720575940625584688,DC1,20
720575940625584688,DM2,16
720575940625584688,DP1l,24
720575940625584688,VC1,18
720575940625600048,DA1,16
720575940625600048,DM6,5
720575940625600048,VA7m,5
720575940625625136,VC3,5
720575940625625136,VM7d,7
720575940625642340,DM2,14
720575940625642340,DP1m,26
720575940625642340,VA3,11
720575940625642340,VA4,8
720575940625646876,D,36
720575940625646876,DA4l,7
720575940625646876,DL2d,12
720575940625646876,VC3,10
720575940625646876,VM7d,25
720575940625655464,DA4l,17
720575940625655464,VA1d,19
720575940625655464,VL1,9
720575940625655464,VP1d,18
720575940625663674,DC3,10
720575940625663674,DC4,17
720575940625663674,DL5,8
720575940625663674,VA5,10
720575940625663674,VA7l,10
720575940625665564,DM1,16
720575940625665564,DM4,20
720575940625665564,DM5,11
720575940625665564,V,17
720575940625665564,VA2,25
720575940625665564,VM3,16
720575940625667365,DL2v,8
720575940625667365,DM1,29
720575940625667365,DM4,5
720575940625667365,VM5d,16
720575940625678613,DC1,16
720575940625678613,DP1m,11
720575940625678613,VA3,5
720575940625678613,VC5,7
720575940625678613,VL2p,7
720575940625690140,DA2,8
720575940625690140,DC1,25
720575940625690140,DP1l,19
720575940625690140,VA6,10
720575940625690140,VM4,17
720575940625691669,DL3,15
720575940625691669,DM4,14
720575940625691669,V,11
720575940625691669,VC3,18
720575940625691669,VM2,14
720575940625692816,DC1,11
720575940625692816,DC2,18
720575940625692816,DC3,20
720575940625692816,VA6,9
720575940625692816,VC3,14
720575940625702949,DM2,14
720575940625702949,V,15
720575940625702949,VA4,13
720575940625702949,VC4,12
720575940625715733,DM5,11
720575940625715733,VA3,31
720575940625715733,VM1,26
720575940625715733,VM5d,16
720575940625718696,DC2,29
720575940625718696,DL1,16
720575940625718696,VA5,9
720575940625718696,VA7m,11
720575940625718696,VL2p,6
720575940625720341,DA1,14
720575940625720341,DC3,5
720575940625720341,VA1d,7
720575940625720341,VC1,12
720575940625720341,VM5v,9
720575940625724072,DC1,6
720575940625724072,VA2,7
720575940625724072,VA3,6
720575940625724072,VM7v,26
720575940625732496,DA1,12
720575940625732496,DA4l,8
720575940625732496,DP1l,16
720575940625732496,VA1v,11
720575940625732496,VM7d,15
720575940625740169,DP1m,13
720575940625740169,VM3,16
720575940625741455,DA4l,8
720575940625741455,VC3,9
720575940625741455,VC4,22
720575940625741455,VM5d,23
720575940625750671,D,6
720575940625750671,V,15
720575940625750671,VL2a,9
720575940625753621,DM6,30
720575940625753621,DP1m,16
720575940625753621,VA7m,13
720575940625753621,VM1,30
720575940625762447,DM1,11
720575940625762447,DM4,19
720575940625762447,DM5,24
720575940625762447,VA3,9
720575940625762447,VA4,9
720575940625762447,VL2p,6
720575940625765306,VM2,26
720575940625768073,DM1,20
720575940625768073,DM2,17
720575940625768073,DP1l,27
720575940625768073,VA2,18
720575940625768073,VA4,13
720575940625768073,VM2,16
720575940625780648,DM5,15
720575940625780648,DM6,24
720575940625780648,VA6,28
720575940625780648,VM5d,20
720575940625781541,DC1,5
720575940625781541,DL5,9
720575940625781541,VM5v,9
720575940625800741,DL1,30
720575940625800741,DM2,8
720575940625800741,DP1m,18
720575940625800741,VA2,23
720575940625800741,VC2,7
720575940625807108,DM3,19
720575940625807108,VA2,17
720575940625807108,VA5,25
720575940625807108,VC2,20
720575940625834900,DP1m,8
720575940625834900,VA2,8
720575940625837060,DA2,12
720575940625837060,DP1m,14
720575940625837060,VM1,13
720575940625837060,VM5d,7
720575940625837060,VM7d,19
720575940625843075,DP1l,15
720575940625864964,DA1,9
720575940625864964,DC4,19
720575940625864964,VA1v,13
720575940625864964,VA3,16
720575940625864964,VM7v,11
720575940625900900,DL2v,19
720575940625900900,DM3,15
720575940625900900,DP1l,26
720575940625900900,VA4,26
720575940625901002,DA1,23
720575940625901002,DC1,21
720575940625901002,VA6,12
720575940625901002,VC1,25
720575940625901002,VM5d,15
720575940625937797,DM4,5
720575940625939801,DA3,10
720575940625939801,DC2,16
720575940625939801,DL2d,17
720575940625939801,VA3,6
720575940625939801,VA5,12
720575940625939801,VC3,12
720575940625940456,DC3,17
720575940625940456,DM1,14
720575940625940456,VM4,19
720575940625942458,DA1,10
720575940625942458,DL1,12
720575940625942458,VA5,11
720575940625942458,VA7l,15
720575940625942590,VA2,12
720575940625942590,VC1,14
720575940625942590,VM5d,8
720575940625942590,VM7d,11
720575940625969640,D,12
720575940625969640,DC3,13
720575940625969640,DP1m,14
720575940625969640,VL2a,14
720575940625969640,VM2,23
720575940625994728,DM1,28
720575940625994728,DM2,13
720575940625994728,VC4,11
720575940625995251,DA4l,11
720575940625995251,DC1,15
720575940625995251,DM2,7
720575940625995251,VM7v,27
720575940626002494,VA6,11
720575940626044924,DL1,13
720575940626044924,VA1d,24
720575940626044924,VA3,5
720575940626044924,VC3,9
720575940626044924,VM7v,12
720575940626075079,VC4,17
720575940626075079,VM1,13
720575940626081176,DA4l,16
720575940626081176,DL2d,17
720575940626081176,DL2v,21
720575940626081176,VC1,23
720575940626081176,VM3,20
720575940626082404,VA2,8
720575940626082404,VA4,16
720575940626082404,VA7m,15
720575940626082404,VL2p,16
720575940626082404,VM3,15
720575940626086244,DA1,15
720575940626086244,DC1,5
720575940626086244,DL1,21
720575940626086244,VC2,7
720575940626086244,VL2a,16
720575940626089980,DL2d,21
720575940626089980,DP1m,14
720575940626089980,VC3,13
720575940626090340,DC1,15
720575940626090340,DC3,12
720575940626090340,VA6,16
720575940626090340,VA7l,17
720575940626090340,VC5,10
720575940626124743,DP1l,11
720575940626124743,VA2,6
720575940626124743,VM5v,5
720575940626194716,DC1,20
720575940626194716,DL1,9
720575940626194716,VA7m,5
720575940626194716,VM7d,8
720575940626212625,DM6,5
720575940626212625,VA1v,14
720575940626212625,VA3,16
720575940626212625,VL2a,5
720575940626212625,VM5d,7
720575940626220830,DC2,16
720575940626220830,DC4,16
720575940626220830,DL1,17
720575940626220830,DP1m,26
720575940626220830,VC3,11
720575940626220830,VC5,24
720575940626225173,DM6,5
720575940626225941,DL2d,20
720575940626225941,DP1m,23
720575940626225941,VA4,13
720575940626225941,VM2,16
720575940626226690,DC1,5
720575940626226690,DL2v,8
720575940626226690,VM5d,12
720575940626251778,D,5
720575940626251778,DC1,8
720575940626251778,VA6,8
720575940626251778,VC5,10
720575940626251778,VM7v,6
720575940626252273,DA4m,11
720575940626252273,VA1d,25
720575940626252273,VL2p,6
720575940626253318,DM3,23
720575940626253318,DM4,27
720575940626253318,DM5,10
720575940626253318,DP1l,18
720575940626253318,VM7v,5
720575940626274822,DM3,7
720575940626274822,DM6,12
720575940626274822,DP1m,34
720575940626274822,VC4,10
720575940626274822,VM5d,8
720575940626277382,DM5,17
720575940626277382,DM6,14
720575940626277382,VA2,17
720575940626277382,VC4,16
720575940626277382,VM2,26
720575940626284157,DC2,29
720575940626284157,VL2p,7
720575940626284157,VM2,14
720575940626284157,VM3,18
720575940626294090,DL5,7
720575940626294090,DP1m,8
720575940626294090,VA1d,13
720575940626294090,VA5,9
720575940626294090,VM1,16
720575940626294090,VM5d,20
720575940626305679,DA1,16
720575940626305679,VA5,11
720575940626305679,VC3,14
720575940626305679,VL2a,10
720575940626313546,DC1,6
720575940626313546,DM4,6
720575940626316802,DP1m,18
720575940626316802,VA1d,27
720575940626316802,VC5,15
720575940626316802,VM1,20
720575940626326952,DM4,8
720575940626326952,DM5,6
720575940626326952,VA2,11
720575940626326952,VA7m,8
720575940626326952,VC2,19
720575940626326952,VM3,20
720575940626331978,DP1l,10
720575940626331978,VA1d,29
720575940626331978,VA2,25
720575940626331978,VA6,25
720575940626331978,VM4,9
720575940626343665,DC1,8
720575940626343665,DL1,13
720575940626343665,DM2,11
720575940626343665,V,6
720575940626343665,VA4,5
720575940626343665,VA7l,6
720575940626343665,VM7v,18
720575940626353905,DC1,5
720575940626353905,DM3,12
720575940626353905,DP1m,17
720575940626353905,VC4,17
720575940626353905,VM3,5
720575940626362696,DL1,9
720575940626362696,DL2v,20
720575940626362696,DM1,9
720575940626362696,VA4,6
720575940626362696,VC5,15
720575940626362696,VM2,15
720575940626363791,DL1,16
720575940626364401,DA2,7
720575940626364401,DP1l,17
720575940626397565,D,10
720575940626397565,DL1,10
720575940626397565,VA3,11
720575940626397565,VA7m,11
720575940626397565,VC1,5
720575940626403400,DM1,7
720575940626430339,DL5,18
720575940626430339,VA1v,23
720575940626430339,VA5,5
720575940626430339,VA6,19
720575940626430339,VL2a,14
720575940626464901,DM2,8
720575940626464901,DM5,13
720575940626464901,DM6,25
720575940626464901,DP1l,26
720575940626474889,DM2,20
720575940626474889,VA1d,33
720575940626474889,VA4,13
720575940626474889,VM2,17
720575940626496275,DL2v,26
720575940626496275,DM1,10
720575940626496275,DM2,12
720575940626496275,VA4,7
720575940626496275,VC4,18
720575940626496275,VM7d,14
720575940626510211,DP1l,20
720575940626510211,VA1v,11
720575940626510211,VC3,19
720575940626510211,VM2,23
720575940626510211,VM3,18
720575940626513027,DC3,12
720575940626513027,DP1l,12
720575940626513027,DP1m,18
720575940626513027,VA3,20
720575940626513027,VM2,26
720575940626513171,DA2,7
720575940626513171,DC3,25
720575940626513171,DP1m,17
720575940626513171,VA5,10
720575940626513171,VM2,19
720575940626513171,VM4,16
720575940626526218,DM2,21
720575940626526218,DP1m,20
720575940626526218,V,24
720575940626526218,VA2,18
720575940626526218,VM7v,24
720575940626535434,DA1,25
720575940626535434,DM6,27
720575940626535434,VA3,20
720575940626535434,VC3,32
720575940626536714,DL4,7
720575940626536714,DP1l,16
720575940626536714,VC3,11
720575940626536714,VM7d,19
720575940626536714,VM7v,17
720575940626547817,DA1,16
720575940626547817,DC1,15
720575940626547817,VL2p,9
720575940626548234,DA1,18
720575940626548234,DC3,29
720575940626548234,DL2d,25
720575940626548234,VA7l,13
720575940626548234,VM5d,26
720575940626550504,VA6,7
720575940626560857,DA1,16
720575940626560857,DC1,12
720575940626560857,DM2,20
720575940626560857,VC3,19
720575940626560857,VM5v,9
720575940626562665,DA1,10
720575940626562665,DC3,6
720575940626562665,VA1v,15
720575940626562665,VA6,14
720575940626582842,VA2,37
720575940626582842,VC5,10
720575940626582842,VL2a,12
720575940626582842,VM5d,25
720575940626621498,DA1,29
720575940626621498,DL1,15
720575940626621498,DL5,27
720575940626621498,DM6,14
720575940626621498,VA1d,12
720575940626621498,VM4,13
720575940626622480,DA1,24
720575940626622480,DC1,20
720575940626622480,DM2,17
720575940626622480,DM5,19
720575940626640158,VM5v,20
720575940626646544,DL1,19
720575940626646544,DM2,18
720575940626646544,DM6,31
720575940626646544,VA4,10
720575940626646544,VM2,24
720575940626651288,D,10
720575940626651288,DC1,11
720575940626651288,DC2,15
720575940626651288,DP1m,16
720575940626651288,VA5,8
720575940626655321,DC1,10
720575940626655321,DL2v,8
720575940626655321,VC3,9
720575940626655321,VC5,13
720575940626655321,VM2,7
720575940626655321,VM5v,12
720575940626657808,DC1,6
720575940626657808,DL5,21
720575940626657808,DM6,11
720575940626657808,DP1m,7
720575940626657808,VA5,10
720575940626663440,DC1,18
720575940626663440,DC3,17
720575940626663440,DM1,18
720575940626663440,DM2,15
720575940626663440,DP1m,23
720575940626663440,VL2a,20
720575940626663440,VM1,21
720575940626663440,VM4,6
720575940626668304,DL1,14
720575940626668304,DM3,27
720575940626668304,DP1m,30
720575940626668304,VL2p,27
720575940626669957,DM2,19
720575940626669957,DM4,20
720575940626669957,VA1d,30
720575940626669957,VA7l,30
720575940626676120,DM2,22
720575940626676120,DM6,40
720575940626676120,DP1m,20
720575940626676120,VA4,17
720575940626688893,DC2,14
720575940626688893,DP1m,13
720575940626688893,VA1v,6
720575940626688893,VM3,20
720575940626688893,VM7d,28
720575940626694479,D,14
720575940626694479,DL1,11
720575940626694479,DM2,15
720575940626694479,DM4,7
720575940626694479,DP1l,11
720575940626694479,VC3,11
720575940626694479,VM5d,22
720575940626700889,DL5,9
720575940626700889,DP1l,9
720575940626700889,DP1m,18
720575940626700889,VA1d,42
720575940626702232,DL1,38
720575940626702232,DM3,25
720575940626702232,DP1m,24
720575940626702232,VC3,20
720575940626729515,DC2,5
720575940626729515,DL1,9
720575940626729515,DL4,10
720575940626729515,DP1m,15
720575940626729515,VA1d,21
720575940626729515,VA7m,9
720575940626729515,VC2,20
720575940626729515,VP1d,11
720575940626733693,DL2v,9
720575940626733693,VA2,9
720575940626733693,VM5d,12
720575940626742866,DC1,73
720575940626742866,DM5,18
720575940626742866,VA4,8
720575940626758489,DA2,13
720575940626758489,DL1,36
720575940626758489,VL2p,17
720575940626779398,DL1,24
720575940626779398,DM1,10
720575940626779398,DP1m,6
720575940626779398,VA6,23
720575940626782507,DC1,13
720575940626782507,DP1m,5
720575940626782507,VA6,20
720575940626782507,VC4,15
720575940626782507,VC5,10
720575940626792209,DC3,16
720575940626792209,VA1d,21
720575940626792209,VA5,19
720575940626792209,VC5,14
720575940626792209,VM1,19
720575940626792778,DA4l,6
720575940626792778,DC1,17
720575940626792778,DP1m,13
720575940626792778,VA6,13
720575940626794027,DC1,6
720575940626794027,DM3,22
720575940626794027,DM5,9
720575940626794027,VA3,23
720575940626794027,VL2a,6
720575940626803279,DC1,21
720575940626803279,VA6,25
720575940626820395,DA4m,19
720575940626828574,DA1,6
720575940626828574,DC4,8
720575940626828574,DL5,10
720575940626828574,DM3,5
720575940626828574,VC1,9
720575940626834762,DA1,8
720575940626834762,DL2v,6
720575940626834762,DM6,5
720575940626834762,DP1m,15
720575940626834762,VM5d,7
720575940626843773,DA1,6
720575940626843773,DM1,25
720575940626843773,DP1m,8
720575940626843773,VA3,13
720575940626843773,VM2,9
720575940626855171,VC2,9
720575940626864414,DC3,20
720575940626864414,DL2d,12
720575940626864414,VA2,17
720575940626864414,VA6,15
720575940626864414,VM4,18
720575940626864414,VM5v,27
720575940626874097,DL2v,9
720575940626874097,VA7m,13
720575940626901278,V,9
720575940626901278,VM1,6
720575940626904561,DM6,12
720575940626904561,DP1m,15
720575940626904561,VM7d,14
720575940626906142,D,18
720575940626906142,DC1,6
720575940626906142,DC2,23
720575940626906142,VA5,9
720575940626906142,VM7d,16
720575940626911262,DL2v,8
720575940626911262,DM2,15
720575940626911262,DM3,8
720575940626911262,VA4,10
720575940626911262,VC2,15
720575940626911262,VC3,9
720575940626919409,DL2v,13
720575940626919409,DP1l,14
720575940626919409,DP1m,6
720575940626930947,DM1,11
720575940626930947,V,7
720575940626930947,VA2,7
720575940626930947,VA3,17
720575940626930947,VM5d,14
720575940626937347,DA1,16
720575940626937347,DC3,18
720575940626937347,VA1d,12
720575940626937347,VM1,16
720575940626948485,D,25
720575940626948485,VC3,11
720575940626975899,DM3,25
720575940626975899,V,21
720575940626975899,VA2,14
720575940626975899,VA3,28
720575940626975899,VA7m,20
720575940626991771,DA2,8
720575940626991771,DC3,12
720575940626991771,VC3,8
720575940626991771,VM5d,13
720575940627003547,D,12
720575940627003547,DC2,17
720575940627003547,DP1m,5
720575940627003547,V,5
720575940627003547,VA3,13
720575940627003547,VL2p,12
720575940627016859,DC1,9
720575940627016859,DC3,16
720575940627016859,VA3,6
720575940627016859,VA4,9
720575940627016859,VM5d,13
720575940627018383,DA1,10
720575940627018383,DA2,5
720575940627018383,VA7m,16
720575940627018383,VC4,12
